年度,交付金,目標,目標名,指標群,指標,列番号,配点,北塩原村,全国平均,全国中央値,標準偏差,該当市町村数,該当率
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / ア,80,6.0,6.0,5.000574382538771,,2.235554101320211,1451.0,0.8334290637564618
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / イ,81,6.0,6.0,4.597357840321655,,2.5393794379656893,1334.0,0.7662263067202757
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / ウ,82,6.0,6.0,4.487076392877657,,2.605494924528923,1302.0,0.7478460654796094
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / エ,83,6.0,0.0,3.4910970706490523,,2.9595309877073293,1013.0,0.581849511774842
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / オ,84,6.0,0.0,1.2544514646754739,,2.4398894054498457,364.0,0.20907524411257897
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ア,85,6.0,6.0,5.26593911545089,,1.9660925525187356,1528.0,0.8776565192418151
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / イ,86,6.0,6.0,5.520964962665135,,1.6262643256908682,1602.0,0.9201608271108558
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ①,87,2.0,2.0,1.553130384836301,,0.8330946989213445,1352.0,0.7765651924181505
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ②,88,2.0,2.0,1.6289488799540495,,0.7774466582374296,1418.0,0.8144744399770247
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ③,89,2.0,2.0,1.6450315910396325,,0.764155904616905,1432.0,0.8225157955198162
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ④,90,2.0,2.0,1.6634118322802987,,0.7482544625931054,1448.0,0.8317059161401493
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ⑤,91,2.0,2.0,1.2199885123492247,,0.9755024625465458,1062.0,0.6099942561746123
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / エ,92,6.0,0.0,2.5847214244686962,,2.971118258283351,750.0,0.43078690407811604
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / オ,93,6.0,0.0,2.7639287765651925,,2.9906973062257562,802.0,0.46065479609419874
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,1 / 介護の仕事の魅力に関する研修の実施状況 / ア,94,3.0,0.0,0.9890867317633544,,1.4103076374818897,574.0,0.3296955772544515
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,1 / 介護の仕事の魅力に関する研修の実施状況 / イ,95,3.0,0.0,0.4945433658816772,,1.1131293531784405,287.0,0.16484778862722574
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,1 / 介護の仕事の魅力に関する研修の実施状況 / ウ,96,3.0,0.0,0.2963813900057438,,0.8951548702182739,172.0,0.09879379666858128
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,1 / 介護の仕事の魅力に関する研修の実施状況 / エ,97,3.0,0.0,0.09821941412981046,,0.5338643920298751,57.0,0.032739804709936815
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,2 / 介護人材の定着・資質向上に関する研修の実施状況 / ア,98,3.0,0.0,1.1682940838598506,,1.4628640351029294,678.0,0.3894313612866169
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,2 / 介護人材の定着・資質向上に関する研修の実施状況 / イ,99,3.0,0.0,0.5841470419299253,,1.1879450152234716,339.0,0.19471568064330844
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,2 / 介護人材の定着・資質向上に関する研修の実施状況 / ウ,100,3.0,0.0,0.3497989661114302,,0.9628279086325163,203.0,0.11659965537047674
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,2 / 介護人材の定着・資質向上に関する研修の実施状況 / エ,101,3.0,0.0,0.1154508902929351,,0.577082110976743,67.0,0.03848363009764503
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,3 / 介護支援専門員に対する研修の実施状況 / ア,102,3.0,3.0,2.0057438253877082,,1.4121696722002661,1164.0,0.668581275129236
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,3 / 介護支援専門員に対する研修の実施状況 / イ,103,3.0,3.0,1.1924181504882252,,1.4681258140401034,692.0,0.3974727168294084
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,3 / 介護支援専門員に対する研修の実施状況 / ウ,104,3.0,0.0,0.6496266513497989,,1.2356638571656304,377.0,0.21654221711659966
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅱ）活動指標群,3 / 介護支援専門員に対する研修の実施状況 / エ,105,3.0,0.0,0.2257323377369328,,0.7913544875153092,131.0,0.0752441125789776
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,,Ⅲ（ⅰ） 計,106,64.0,40.0,42.67662263067203,46.0,15.516512827565725,,
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,,Ⅲ（ⅱ） 計,107,36.0,6.0,8.169442848937392,6.0,7.733908062731416,,
令和8年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,,Ⅲ 合計,108,100.0,46.0,50.84606547960942,52.0,20.220592002310777,,
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ①,109,5.0,0.0,2.159678345778288,,2.476727916358153,752.0,0.4319356691556577
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ②,110,5.0,0.0,1.7001723147616312,,2.3686020505619414,592.0,0.34003446295232626
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ③,111,5.0,0.0,1.1458931648477886,,2.101521991080289,399.0,0.22917863296955773
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ④,112,5.0,0.0,0.45376220562894887,,1.4362837076592827,158.0,0.09075244112578977
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ①,113,5.0,5.0,1.88110281447444,,2.4221821305897997,655.0,0.376220562894888
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ②,114,5.0,5.0,1.4847788627225733,,2.2845844353897555,517.0,0.29695577254451466
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ③,115,5.0,5.0,1.0827110855829982,,2.0594397619427176,377.0,0.21654221711659966
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ④,116,5.0,0.0,0.4164273406088455,,1.3815661305336318,145.0,0.0832854681217691
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / ア,117,5.0,5.0,3.497989661114302,,2.2921641817960947,1218.0,0.6995979322228604
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / イ,118,5.0,5.0,2.498564043653073,,2.49999958760584,870.0,0.4997128087306146
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / ウ,119,5.0,5.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / エ,120,5.0,0.0,0.4997128087306146,,1.499617001918701,174.0,0.09994256174612291
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ①,121,5.0,0.0,2.179781734635267,,2.4794072401537433,759.0,0.43595634692705343
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ②,122,5.0,0.0,1.6599655370476738,,2.3546426695047376,578.0,0.33199310740953475
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ③,123,5.0,0.0,1.0913268236645606,,2.065342558093699,380.0,0.2182653647329121
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ④,124,5.0,0.0,0.402067777139575,,1.3596618654223982,140.0,0.08041355542791499
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ①,125,5.0,0.0,1.9529006318207927,,2.439402033560256,680.0,0.3905801263641585
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ②,126,5.0,0.0,1.5278575531303848,,2.3032453327846683,532.0,0.30557151062607696
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ③,127,5.0,0.0,0.9994256174612292,,1.999569084194989,348.0,0.19988512349224583
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ④,128,5.0,0.0,0.36473291211947156,,1.3002440014913383,127.0,0.07294658242389432
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ア,129,5.0,0.0,3.497989661114302,,2.2921641817960947,1218.0,0.6995979322228604
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / イ,130,5.0,0.0,2.498564043653073,,2.49999958760584,870.0,0.4997128087306146
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ウ,131,5.0,0.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / エ,132,5.0,0.0,0.5025847214244687,,1.5034401234878072,175.0,0.10051694428489374
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ①,133,5.0,5.0,2.1424468696151635,,2.474299043962149,746.0,0.4284893739230327
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ②,134,5.0,5.0,1.751866743251005,,2.3854342644780933,610.0,0.35037334865020103
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ③,135,5.0,5.0,1.1918437679494542,,2.130428894036907,415.0,0.23836875358989087
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ④,136,5.0,0.0,0.4221711659965537,,1.3901896764772348,147.0,0.08443423319931075
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ①,137,5.0,0.0,2.2113727742676623,,2.4832829731156405,770.0,0.44227455485353245
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ②,138,5.0,0.0,1.8495117748420449,,2.413890028342396,644.0,0.36990235496840895
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ③,139,5.0,0.0,1.2234348075818495,,2.1495072248090747,426.0,0.2446869615163699
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ④,140,5.0,0.0,0.4681217690982194,,1.4565269838857948,163.0,0.09362435381964389
令和8年度,推進交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,,Ⅳ 合計,141,100.0,45.0,47.757036186099945,50.0,15.769852258917203,,
令和8年度,推進交付金,,,,推進合計,142,400.0,229.0,230.08615738081562,235.0,50.531835930433175,,
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / ア,143,1.0,1.0,0.9058012636415853,,0.29210500582306453,1577.0,0.9058012636415853
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / イ,144,1.0,1.0,0.9207352096496266,,0.27015159329732763,1603.0,0.9207352096496266
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / ウ,145,2.0,0.0,1.6680068925904652,,0.7441550856183344,1452.0,0.8340034462952326
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,1 / データを活用した課題の把握 / エ,146,2.0,0.0,1.4876507754164274,,0.8730387856422859,1295.0,0.7438253877082137
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ア,147,1.0,1.0,0.9563469270534176,,0.2043220060808497,1665.0,0.9563469270534176
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / イ,148,2.0,2.0,1.578403216542217,,0.8157510153800711,1374.0,0.7892016082711085
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ①,149,1.0,1.0,0.8265364732912119,,0.3786475031088118,1439.0,0.8265364732912119
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ②,150,1.0,1.0,0.6622630672027571,,0.4729383649292512,1153.0,0.6622630672027571
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ③,151,1.0,1.0,0.6456059735784032,,0.4783292803689581,1124.0,0.6456059735784032
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / ウ / ④,152,1.0,1.0,0.2785755313038484,,0.4482981202978962,485.0,0.2785755313038484
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,2 / アウトリーチ等の取組状況 / エ,153,2.0,2.0,1.3164847788627225,,0.9485975884157695,1146.0,0.6582423894313613
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / ア,154,1.0,1.0,0.9764503159103963,,0.15164134155593434,1700.0,0.9764503159103963
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / イ,155,2.0,2.0,1.765651924181505,,0.6432551056907043,1537.0,0.8828259620907525
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / ウ,156,2.0,2.0,1.6473291211947156,,0.762210606626067,1434.0,0.8236645605973578
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,3 / 介護予防等と保健事業の一体的実施 / エ,157,2.0,2.0,1.7472716829408386,,0.6645186467472277,1521.0,0.8736358414704193
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / ア,158,1.0,1.0,0.9086731763354394,,0.2880733152235779,1582.0,0.9086731763354394
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / イ,159,2.0,2.0,1.6530729465824239,,0.7572950062176236,1439.0,0.8265364732912119
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / ウ,160,1.0,1.0,0.80413555427915,,0.39686466789488106,1400.0,0.80413555427915
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / エ,161,1.0,1.0,0.8271108558299828,,0.3781514088274381,1440.0,0.8271108558299828
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,4 / 通いの場参加者の健康状態の把握・分析 / オ,162,2.0,2.0,1.4233199310740954,,0.9059802624535609,1239.0,0.7116599655370477
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / ア,163,1.0,1.0,0.5157955198161975,,0.49975043927317975,898.0,0.5157955198161975
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / イ,164,2.0,2.0,1.6346927053417577,,0.7727646276751808,1423.0,0.8173463526708789
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / ウ,165,2.0,2.0,1.51751866743251,,0.855671916600562,1321.0,0.758759333716255
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,5 / 地域リハビリテーションの推進 / エ,166,2.0,2.0,0.9534750143595635,,0.9989171265481221,830.0,0.47673750717978175
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / ア,167,1.0,1.0,0.9086731763354394,,0.2880733152235779,1582.0,0.9086731763354394
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / イ,168,1.0,1.0,0.83917288914417,,0.3673714078008747,1461.0,0.83917288914417
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / ウ,169,1.0,1.0,0.784606547960942,,0.4110950168242812,1366.0,0.784606547960942
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / エ,170,2.0,2.0,1.2222860425043078,,0.9749814948540168,1064.0,0.6111430212521539
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / オ,171,2.0,2.0,1.0040206777713958,,0.9999919170424622,874.0,0.5020103388856979
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,6 / 介護予防・生活支援の体制整備 / カ,172,2.0,2.0,1.0672027570361862,,0.9977393394302618,929.0,0.5336013785180931
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / ア,173,1.0,1.0,0.8483630097645032,,0.3586686680319549,1477.0,0.8483630097645032
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / イ,174,1.0,0.0,0.6817920735209649,,0.4657806801542418,1187.0,0.6817920735209649
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / ウ,175,1.0,0.0,0.7122343480758185,,0.45272130665215254,1240.0,0.7122343480758185
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / エ,176,1.0,0.0,0.5640436530729466,,0.49588144803074863,982.0,0.5640436530729466
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / オ,177,1.0,0.0,0.31878230901780585,,0.46600445113226335,555.0,0.31878230901780585
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅰ）体制・取組指標群,7 / 多様なサービスの活用推進 / カ,178,2.0,0.0,0.8581275129236071,,0.9898849415011619,747.0,0.42906375646180356
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / ア,179,1.0,1.0,0.6995979322228604,,0.45843283635921894,1218.0,0.6995979322228604
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / イ,180,1.0,1.0,0.4997128087306146,,0.49999991752116796,870.0,0.4997128087306146
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / ウ,181,1.0,1.0,0.2998276852383688,,0.45818232659386854,522.0,0.2998276852383688
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,1 / 地域包括支援センター３職種の配置状況 / エ,182,1.0,1.0,0.09994256174612291,,0.29992340038374016,174.0,0.09994256174612291
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ア / ①,183,1.0,1.0,0.7489948305571511,,0.4335914832602408,1304.0,0.7489948305571511
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ア / ②,184,1.0,1.0,0.5898908673176335,,0.49185326264332496,1027.0,0.5898908673176335
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ア / ③,185,1.0,1.0,0.3429063756461804,,0.4746805169662865,597.0,0.3429063756461804
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ア / ④,186,1.0,0.0,0.10109132682366456,,0.30144961513442936,176.0,0.10109132682366456
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / イ / ①,187,1.0,1.0,0.7099368179207353,,0.45379128735721236,1236.0,0.7099368179207353
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / イ / ②,188,1.0,0.0,0.5117748420448018,,0.49986133386652337,891.0,0.5117748420448018
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / イ / ③,189,1.0,0.0,0.3228029867892016,,0.46754809218857063,562.0,0.3228029867892016
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / イ / ④,190,1.0,0.0,0.12406662837449742,,0.32965754973651334,216.0,0.12406662837449742
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ウ / ①,191,1.0,1.0,0.7421022400919012,,0.4374774340951581,1292.0,0.7421022400919012
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ウ / ②,192,1.0,1.0,0.5485353245261344,,0.49763874675626174,955.0,0.5485353245261344
令和8年度,支援交付金,目標Ⅰ,介護予防/日常生活支援を推進する,（ⅱ）活動指標群,2 / 地域包括支援センター事業評価の達成状況 / ウ / ③,193,1.0,0.0,0.3015508328546812,,0.4589312890393608,525.0,0.3015508328546812
