② 営業先マスタ ｜ 北海道179市町村・東北6県227市町村・7道県（計413団体）,,,,,,,,,,,,,,
No,都道府県,自治体名,区分,地域,区域施策編 策定義務,現行 環境基本計画 名称,計画期間 開始年度,計画期間 終期年度,R9年度満了 判定,確認状況,出典・確認先,接触優先度 （仮置き）,次アクション,備考
381,福島県,矢祭町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
382,福島県,塙町,町,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
383,福島県,鮫川村,村,県南,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
384,福島県,会津若松市,市,会津,努力義務,会津若松市第3期環境基本計画,令和6年度(2024),令和12年度(2030),非該当,確認済,会津若松市 第3期環境基本計画（令和6年3月策定・7年間）,低（期間先）,令和12年度満了。次期改定は令和11年度頃から予算化を確認する,
385,福島県,喜多方市,市,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
386,福島県,下郷町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
387,福島県,檜枝岐村,村,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
388,福島県,只見町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
389,福島県,南会津町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
390,福島県,北塩原村,村,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
391,福島県,西会津町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
392,福島県,磐梯町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
393,福島県,猪苗代町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
394,福島県,会津坂下町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
395,福島県,湯川村,村,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
396,福島県,柳津町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
397,福島県,三島町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
398,福島県,金山町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
399,福島県,昭和村,村,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
400,福島県,会津美里町,町,会津,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
401,福島県,いわき市,市,相双・いわき,義務,いわき市環境基本計画（第三次）,令和3年度(2021),令和12年度(2030),非該当（ただし令和8年に一部改定を発注）,確認済,いわき市 年次報告書／一部改定版素案（令和8年）。改定業務は公募型プロポーザルで発注済み,優先（義務団体）,改定業務が発注済みのため、範囲外の二次分析・レビューで入る余地を確認する,
402,福島県,相馬市,市,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
403,福島県,南相馬市,市,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,中,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
404,福島県,広野町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
405,福島県,楢葉町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
406,福島県,富岡町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
407,福島県,川内村,村,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
408,福島県,大熊町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
409,福島県,双葉町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
410,福島県,浪江町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
411,福島県,葛尾村,村,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
412,福島県,新地町,町,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
413,福島県,飯舘村,村,相双・いわき,努力義務,,,,未確認,未確認,団体サイトの環境基本計画ページ,低（要件次第）,計画PDFの表紙・第1章で計画期間を確認し、終期欄を埋める,
,,,,,,,,,,,,,,
計画期間の空欄は『調べていない』という意味であり、『該当しない』ではない。03_確認手順に沿って終期欄から埋めること。,,,,,,,,,,,,,,
R9年度満了判定の列でフィルタすれば、★該当・▲有力候補・要確認をすぐに抽出できる。,,,,,,,,,,,,,,
接触優先度は予算確認前の仮置き。当初予算を確認したうえで、営業整理v8の07_営業先優先度のS～D・S+へ置き換える。,,,,,,,,,,,,,,
